reference	text
Matthew 9:30	"Their eyes were opened. Yeshua strictly charged them, saying, ""See that no one knows about this."""
Matthew 9:31	But they went out and spread abroad his fame in all that land.
Matthew 9:32	As they went out, behold, a mute man who was demon possessed was brought to him.
Matthew 9:33	"When the demon was cast out, the mute man spoke. The multitudes marveled, saying, ""Nothing like this has ever been seen in Israel!"""
Matthew 9:34	"But the Pharisees said, ""By the prince of the demons, he casts out demons."""
Matthew 9:35	Yeshua went about all the cities and the villages, teaching in their synagogues, and preaching the good news of the reign, and healing every disease and every sickness among the people.
Matthew 9:36	But when he saw the multitudes, he was moved with compassion for them, because they were harassed and scattered, like sheep without a shepherd.
Matthew 9:37	"Then he said to his disciples, ""The harvest indeed is plentiful, but the laborers are few."
Matthew 9:38	"Pray therefore that God of the harvest will send out laborers into his harvest."""
Matthew 10:1	He called to himself his twelve disciples, and gave them authority over unclean spirits, to cast them out, and to heal every disease and every sickness.
Matthew 10:2	Now the names of the twelve emissaries are these. The first, Shimon (called Kepha); Andreas, his brother; Ya'akov the son of Zebedee; Yochanan, his brother;
Matthew 10:3	Pilipos; Nethanel (called Bar-Tolmai); Ta'oma; Matai the tax collector; Ya'akov the son of Alphaeus; Lebbaeus, whose surname was Taddai;
Matthew 10:4	Shimon the Zealot; and Yehuda, who also betrayed him.
Matthew 10:5	"Yeshua sent these twelve out, and charged them, saying, ""Don't go among the Gentiles, and don't enter into any city of the Samaritans."
Matthew 10:6	Rather, go to the lost sheep of the house of Israel.
Matthew 10:7	As you go, preach, saying, 'The reign of the heavens is at hand!'
Matthew 10:8	Heal the sick, cleanse the lepers, and cast out demons. Freely you received, so freely give.
Matthew 10:9	Don't take any gold, nor silver, nor brass in your money belts.
Matthew 10:10	Take no bag for your journey, neither two coats, nor shoes, nor staff: for the laborer is worthy of his food.
Matthew 10:11	Into whatever city or village you enter, find out who in it is worthy; and stay there until you go on.
Matthew 10:12	As you enter into the household, greet it.
Matthew 10:13	If the household is worthy, let your peace come on it, but if it isn't worthy, let your peace return to you.
Matthew 10:14	Whoever doesn't receive you, nor hear your words, as you go out of that house or that city, shake off the dust from your feet.
Matthew 10:15	Most certainly I tell you, it will be more tolerable for the land of Sedom and Amora in the day of judgment than for that city.
Matthew 10:16	"""Behold, I send you out as sheep in the midst of wolves. Therefore be wise as serpents, and harmless as doves."
Matthew 10:17	But beware of people: for they will deliver you up to councils, and in their synagogues they will scourge you.
Matthew 10:18	Yes, and you will be brought before governors and kings for my sake, for a testimony to them and to the nations.
Matthew 10:19	But when they deliver you up, don't be anxious how or what you will say, for it will be given you in that hour what you will say.
Matthew 10:20	For it is not you who speak, but the Ruach of your Cosmic Parent who speaks in you.
Matthew 10:21	"""Brother will deliver up brother to death, and the father his child. Children will rise up against parents, and cause them to be put to death."
Matthew 10:22	You will be hated by all people for my name's sake, but the one who endures to the end will be saved.
Matthew 10:23	But when they persecute you in this city, flee into the next, for most certainly I tell you, you will not have gone through the cities of Israel, until the Human One has come.
Matthew 10:24	"""A disciple is not above his teacher, nor a servant above his master."
Matthew 10:25	It is enough for a disciple to be like their teacher, and a servant like their master. If they have called the master of the house Beelzebul, how much more those of that household!
Matthew 10:26	Therefore don't be afraid of them, for there is nothing covered that will not be revealed; and hidden that will not be known.
Matthew 10:27	What I tell you in the darkness, speak in the light; and what you hear whispered in the ear, proclaim on the housetops.
Matthew 10:28	Don't be afraid of those who kill the body, but are not able to kill the soul. Rather, fear the one who is able to destroy both soul and body in Gehenna.
Matthew 10:29	"""Aren't two sparrows sold for an assarion coin? Not one of them falls on the ground apart from your Cosmic Parent's will,"
Matthew 10:30	but the very hairs of your head are all numbered.
Matthew 10:31	Therefore don't be afraid. You are of more value than many sparrows.
Matthew 10:32	Everyone therefore who confesses me before people, them I will also confess before my Cosmic Parent who is in heaven.
Matthew 10:33	But whoever denies me before people, them I will also deny before my Cosmic Parent who is in heaven.
Matthew 10:34	"""Don't think that I came to send peace on the earth. I didn't come to send peace, but a sword."
Matthew 10:35	For I came to set a person at odds against their father, and a daughter against her mother, and a daughter-in-law against her mother-in-law.
Matthew 10:36	A person's foes will be those of their own household.
Matthew 10:37	The one who loves father or mother more than me is not worthy of me; and the one who loves son or daughter more than me isn't worthy of me.
Matthew 10:38	The one who doesn't take their cross and follow after me, isn't worthy of me.
Matthew 10:39	The one who seeks their life will lose it; and the one who loses their life for my sake will find it.
Matthew 10:40	The one who receives you receives me, and the one who receives me receives the one who sent me.
Matthew 10:41	The one who receives a prophet in the name of a prophet will receive a prophet's reward: and the one who receives a righteous person in the name of a righteous person will receive a righteous person's reward.
Matthew 10:42	"Whoever gives one of these little ones just a cup of cold water to drink in the name of a disciple, most certainly I tell you they will in no way lose their reward."""
Matthew 11:1	It happened that when Yeshua had finished directing his twelve disciples, he departed from there to teach and preach in their cities.
Matthew 11:2	Now when Yochanan heard in the prison the works of Messiah, he sent two of his disciples
Matthew 11:3	"and said to him, ""Are you the one who comes, or should we look for another?"""
Matthew 11:4	"Yeshua answered them, ""Go and tell Yochanan the things which you hear and see:"
Matthew 11:5	the blind receive their sight, the lame walk, the lepers are cleansed, the deaf hear, the dead are raised up, and the poor have good news preached to them.
Matthew 11:6	"Blessed is the one who finds no occasion for stumbling in me."""
Matthew 11:7	"As these went their way, Yeshua began to say to the multitudes concerning Yochanan, ""What did you go out into the wilderness to see? A reed shaken by the wind?"
Matthew 11:8	But what did you go out to see? A person in soft clothing? Behold, those who wear soft clothing are in king's houses.
Matthew 11:9	But why did you go out? To see a prophet? Yes, I tell you, and much more than a prophet.
Matthew 11:10	For this is he, of whom it is written, 'Behold, I send my messenger before your face, who will prepare your way before you.'
Matthew 11:11	Most certainly I tell you, among those who are born of women there has not arisen anyone greater than Yochanan the Baptizer; yet the one who is least in the reign of the heavens is greater than they.
Matthew 11:12	From the days of Yochanan the Baptizer until now, the reign of the heavens suffers violence, and the violent take it by force.
Matthew 11:13	For all the prophets and the law prophesied until Yochanan.
Matthew 11:14	If you are willing to receive it, this is Eliyahu, who is to come.
Matthew 11:15	The one who has ears to hear, let them hear.
Matthew 11:16	"""But to what shall I compare this generation? It is like children sitting in the marketplaces, who call to their companions"
Matthew 11:17	and say, 'We played the flute for you, and you didn't dance. We mourned for you, and you didn't lament.'
Matthew 11:18	For Yochanan came neither eating nor drinking, and they say, 'He has a demon.'
Matthew 11:19	"The Human One came eating and drinking, and they say, 'Behold, a gluttonous man and a drunkard, a friend of tax collectors and sinners!' But wisdom is justified by her children."""
Matthew 11:20	Then he began to denounce the cities in which most of his mighty works had been done, because they didn't turn back.
Matthew 11:21	"""Woe to you, Chorazin! Woe to you, Beit Tzaida! For if the mighty works had been done in Tzor and Tzidon which were done in you, they would have turned back long ago in sackcloth and ashes."
Matthew 11:22	But I tell you, it will be more tolerable for Tzor and Tzidon on the day of judgment than for you.
Matthew 11:23	You, Kfar Nachum, who are exalted to heaven, you will go down to Hades. For if the mighty works had been done in Sedom which were done in you, it would have remained until this day.
